iter	Logloss
0	0.6214438794
1	0.5635994185
2	0.5064587662
3	0.453798595
4	0.4114396941
5	0.3694187666
6	0.3320090644
7	0.2971703497
8	0.266627302
9	0.2394449121
10	0.2135101755
11	0.191128703
12	0.1705206353
13	0.1548952744
14	0.1398800924
15	0.1261404983
16	0.1135840948
17	0.1022280487
18	0.09329224126
19	0.08537920662
20	0.0774620905
21	0.07039737547
22	0.064220687
23	0.05835070493
24	0.05307258781
25	0.04817256506
26	0.04398756812
27	0.04038895448
28	0.03703110042
29	0.03401090813
30	0.03105458519
31	0.02836636689
32	0.02621988054
33	0.02426605765
34	0.0223540268
35	0.02074031323
36	0.01935370368
37	0.01804115591
38	0.01676141399
39	0.01561890195
40	0.0147390206
41	0.01386518205
42	0.0130687121
43	0.01232627494
44	0.01163451119
45	0.01095985549
46	0.01044988587
47	0.009942899593
48	0.009444526935
49	0.008980461394
50	0.008538230886
51	0.008168765218
52	0.007821842789
53	0.007485999528
54	0.007204804879
55	0.006898569369
56	0.00665033012
57	0.006399908343
58	0.006168915742
59	0.005948579956
60	0.005743549805
61	0.005561016132
62	0.005386659223
63	0.00521539376
64	0.005062675119
65	0.00491592775
66	0.004777978246
67	0.004641199369
68	0.004524472864
69	0.004411138162
70	0.00429573964
71	0.004189456876
72	0.004083112502
73	0.00399578278
74	0.003906704389
75	0.003818645428
76	0.003734940736
77	0.003657244885
78	0.00359353518
79	0.003528133904
80	0.003462135689
81	0.003400619682
82	0.00333654951
83	0.003273730456
84	0.003215876762
85	0.003168362735
86	0.003119736493
87	0.003069677529
88	0.003022374777
89	0.002975199168
90	0.002935877242
91	0.002891984948
92	0.002852436981
93	0.002809903215
94	0.002771758788
95	0.002735120628
96	0.002701477528
97	0.00266260694
98	0.002629273126
99	0.002597530749
100	0.002566486789
101	0.002535003705
102	0.002510066035
103	0.002481047729
104	0.00245143212
105	0.002423168121
106	0.002397747579
107	0.002372881396
108	0.002349517128
109	0.00232587243
110	0.002304579353
111	0.002286543601
112	0.002264858166
113	0.002240995524
114	0.002221086049
115	0.002200953284
116	0.002182696244
117	0.002160183577
118	0.002142333276
119	0.002123077154
120	0.002104634643
121	0.002086403488
122	0.002071833614
123	0.0020560007
124	0.002040038388
125	0.002026624606
126	0.002011802948
127	0.001999443371
128	0.00198614542
129	0.001970457059
130	0.001955165893
131	0.001942923348
132	0.001929363013
133	0.001917550644
134	0.001904492104
135	0.001892038656
136	0.00187849683
137	0.001864660934
138	0.001852974911
139	0.001841242567
140	0.00183027942
141	0.001820096949
142	0.001807261321
143	0.001796607358
144	0.001786395188
145	0.001776581212
146	0.001766912301
147	0.001759503884
148	0.001751587371
149	0.001740472541
150	0.001732756754
151	0.001725170687
152	0.001717586087
153	0.001710475048
154	0.001702568044
155	0.001692848242
156	0.001685547251
157	0.001677058821
158	0.001670259518
159	0.001661773577
160	0.001652355347
161	0.001644022828
162	0.001637677381
163	0.001632412079
164	0.001626653392
165	0.001622518934
166	0.001617134049
167	0.001613695421
168	0.001607879231
169	0.001600892891
170	0.001597220361
171	0.001589819704
172	0.001584828652
173	0.001577296145
174	0.001573786815
175	0.001568948098
176	0.001563159901
177	0.001557434946
178	0.001550802491
179	0.001545251676
180	0.001540108615
181	0.001534759457
182	0.001527235418
183	0.001522603392
184	0.0015153197
185	0.001509540364
186	0.001506085404
187	0.001501123753
188	0.001494705316
189	0.001490580103
190	0.001486874975
191	0.001482996074
192	0.001479191134
193	0.001474801022
194	0.001469781005
195	0.001465918137
196	0.001461769949
197	0.001458652184
198	0.001455172542
199	0.001451710731
200	0.001448272156
201	0.001444192016
202	0.001440769594
203	0.00143538136
204	0.001430663196
205	0.001427547708
206	0.00142385047
207	0.001421471204
208	0.001416536457
209	0.001409086471
210	0.001404360266
211	0.001398906251
212	0.001395613864
213	0.001392149734
214	0.001388735398
215	0.001383666804
216	0.001380686808
217	0.001377301956
218	0.001371937074
219	0.001367298709
220	0.001362274885
221	0.001358936905
222	0.00135722185
223	0.001354856975
224	0.001350805322
225	0.001348246506
226	0.001345952898
227	0.001342870698
228	0.001339631773
229	0.001338779232
230	0.00133623134
231	0.001334443981
232	0.001330992474
233	0.001327450135
234	0.001325012184
235	0.001322836165
236	0.001318785843
237	0.001316529007
238	0.001313311374
239	0.001310008415
240	0.001307412168
241	0.001304966476
242	0.001299345011
243	0.001294614771
244	0.001291307822
245	0.001288859284
246	0.001286049963
247	0.001281239881
248	0.001278437586
249	0.001275615993
250	0.001272291338
251	0.001269140267
252	0.001263118039
253	0.001260116778
254	0.001257167877
255	0.001255109754
256	0.001252172838
257	0.001250380489
258	0.001248956202
259	0.001244439768
260	0.001242551506
261	0.001236295769
262	0.001234465938
263	0.00123224386
264	0.001228661607
265	0.001224445492
266	0.001219755715
267	0.001215233912
268	0.00121279566
269	0.001210235666
270	0.001207840084
271	0.001203542361
272	0.001199822988
273	0.001197323211
274	0.001195244652
275	0.001190471778
276	0.00118846385
277	0.001186244145
278	0.001184646237
279	0.001183233721
280	0.001181081827
281	0.001177413285
282	0.001172991901
283	0.00116800251
284	0.001164948714
285	0.001162884091
286	0.001160180284
287	0.0011569762
288	0.001154501422
289	0.001149933288
290	0.001147221242
291	0.001142285806
292	0.001139721606
293	0.001135293828
294	0.001133901228
295	0.001131400232
296	0.001130039329
297	0.001125516124
298	0.001122403764
299	0.001120022445
300	0.001117560672
301	0.001114753891
302	0.001112579228
303	0.001110156292
304	0.001107932431
305	0.0011064918
306	0.00110422044
307	0.001101949763
308	0.001099446522
309	0.001096212814
310	0.001092528486
311	0.001090794577
312	0.00108790203
313	0.001086328425
314	0.001084058973
315	0.001082095347
316	0.001080438718
317	0.001078451516
318	0.001076725178
319	0.001074913532
320	0.001072249526
321	0.001070389347
322	0.001068319642
323	0.001065430672
324	0.001062241824
325	0.001058479899
326	0.001055045398
327	0.001053020091
328	0.00105128885
329	0.001048685575
330	0.001046435492
331	0.00104321734
332	0.001041779061
333	0.001039313697
334	0.001034659693
335	0.001032452197
336	0.001030093604
337	0.001026877579
338	0.001023632799
339	0.001021639475
340	0.001019135175
341	0.001017242095
342	0.00101609936
343	0.001013709098
344	0.001010571438
345	0.001007749155
346	0.00100573338
347	0.001001872425
348	0.0009992061198
349	0.0009978172929
350	0.0009961492315
351	0.0009945654381
352	0.00099199722
353	0.000990175314
354	0.0009886293442
355	0.0009873226032
356	0.0009859235426
357	0.0009819884626
358	0.0009796923256
359	0.0009745806915
360	0.000972790146
361	0.0009698439192
362	0.0009683863002
363	0.0009665387984
364	0.0009644388893
365	0.0009626524865
366	0.0009605424928
367	0.0009573689081
368	0.0009545213134
369	0.0009508984372
370	0.0009495544607
371	0.0009430130125
372	0.00094029888
373	0.0009383730237
374	0.0009351591523
375	0.0009318863082
376	0.0009290125694
377	0.000926148876
378	0.0009248370835
379	0.0009224650758
380	0.0009214963019
381	0.0009194473807
382	0.0009166857366
383	0.0009156334991
384	0.0009130981938
385	0.0009105407059
386	0.000908875078
387	0.0009068295032
388	0.0009039339753
389	0.0009018910668
390	0.0008998514236
391	0.0008979531383
392	0.0008956772563
393	0.0008931914895
394	0.0008911769833
395	0.0008889012415
396	0.0008879290291
397	0.0008860922731
398	0.0008828720285
399	0.0008814315693
400	0.0008800563185
401	0.0008770251778
402	0.0008740936808
403	0.0008716129388
404	0.0008701870971
405	0.0008689864561
406	0.0008672734252
407	0.0008650024146
408	0.0008635705805
409	0.0008600223584
410	0.0008584225265
411	0.0008567020152
412	0.0008556018592
413	0.0008525766334
414	0.0008488707158
415	0.0008472615332
416	0.000843768593
417	0.0008417265125
418	0.0008393786901
419	0.0008364722001
420	0.0008335274099
421	0.000831327574
422	0.0008300810792
423	0.0008269601567
424	0.0008255524401
425	0.0008231135254
426	0.0008218784221
427	0.0008205408567
428	0.0008187562237
429	0.0008166029213
430	0.0008155125967
431	0.0008141951722
432	0.0008120978644
433	0.0008095912678
434	0.0008077891479
435	0.0008061507328
